item_name,item_price,item_gender,item_img,item_web_listing
& Other Stories Belted Trench Coat,$259.00,unknown,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSARS5U7o6RRR-13t2R7aJEEPw6sRKA2Txs88g090p6Ps18UnSx6xE2QoZ1sEYw6GxZcg9fVrBP80pcUX8snH-64YoycmfLBg,https://www.lyst.com/clothing/other-stories-belted-trench-coat-12/?product=JQKMBPD&link_id=1181520303&_country=US&size=XS&show_express_checkout=true&atc_medium=cpc&atc_campaign=USA-PLA-FL&srsltid=AfmBOooGsdY9YurFkHmMvgStBrhFjojTk-vTFz6pJRveVBbhpiRXKPfoGGM
& Other Stories Checked Buckle-Belt Trench Coat,$259.00,unknown,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTTkoXwtyUrUxdQ6EDJl0xz0G3fdbrpX4TZzvzz6VlotIa4qLlU3rGhIM2l7azKBa91CsrNiQ4MnuxYglg0rBzF3cU6vJA2,https://www.stories.com/en-us/product/checked-buckle-belt-trench-coat-beigechecked-1328753001?srsltid=AfmBOopOfspSwy6cBkfnXhEbbgg8Dp6Mz86nWIuP8Zu6o44QlCrOZJ1oqJ4
& Other Stories Double-Breasted Trench Coat,$259.00,unknown,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ3xRAg6JOZEWYyAFYmMz2d1DkyaYI8q0QbH5E0bXuCgBdYwCYATywaf_GkHHx5Rj2gu-Bf-mkRDSD7ISsMmCU-3WCPaD3weA,https://www.stories.com/en-us/product/double-breasted-trench-coat-beige-1333461002?srsltid=AfmBOoqgllRZRFByAdbhzagFQDsoboHwGBUnX6tTD4znXIHEGgA1kDHVE2g
A,$895.00,unknown,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR5gsz6OfTUGpejYxDHoChWWN_GxXpM6Af_9BmmTVMx4-FMWJnkbOZaZ43bKReX9rdUtM_4vnTZIpqGtR45TE3LhOW95MxUHBIYGLBV4LcecxcGIvAYV5JMVBI,https://www.saksfifthavenue.com/product/A.L.C.-Asher-Oversized-Belted-Trench-Coat-0400023083948.html?dwvar_0400023083948_size=Large&dwvar_0400023083948_color=BEIGE&site_refer=NPLA_GGL_Shopping&country=US&currency=USD
Abercrombie & Fitch Women's Carrie Wool-Blend Trench Coat,$169.99,women,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQJE7PpQOhbjzrRi6za6bWT9KVVvAzMqpWO4WD0ytqV273SgxS6jYUjNOxskFVOCbs03ZWbjS3IGCm1AvGQidT81PC5sBg-0w,https://www.abercrombie.com/shop/us/p/a-and-f-carrie-wool-blend-trench-coat-62240381?seq=08&source=googleshopping
Abercrombie & Fitch Women's Classic Trench Coat,$160.00,women,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSTZg2z8fU_ORyu_a98iYVYsrxuFsOx-FEZBpJF6qo42koL9C3FJpkvwtpfDZUopGyDWdQRrdUDVWNfXbWAijwC2qEAmWMJ,https://www.abercrombie.com/shop/us/p/classic-trench-coat-60567347?seq=01&source=googleshopping
Abercrombie & Fitch Women's Cropped Trench Coat,$54.97,women,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSfJgovbo4D_sFUR8VRpmdnu6vEpDXkTPPNTeXkI1a_MtEXVgASvOHoobW1x4MRPMQNI-tvucwKLAFYyd-MmWAfKku-yr-ZnA,https://www.abercrombie.com/shop/us/p/cropped-trench-coat-58725833?seq=01&source=googleshopping
Abercrombie & Fitch Women's Faux Suede Trench Coat,$79.99,women,https://img.abercrombie.com/is/image/anf/KIC_144-4302-00112-421_prod1?policy=product-large,https://www.abercrombie.com/shop/us/p/faux-suede-trench-coat-61530321?categoryId=73499&faceout=model&seq=01&pagefm=navigation-grid&prodvm=navigation-grid
Abercrombie & Fitch Women's Mid-Length Trench Coat,$99.99,women,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT7HlGZ_vgCkA7TvK9R5_LiMJ28iaZZaDpAASAt6MUl8XqxWd1t0n9SBA3xp2y5YzBF8Kk2_gfxRrwei2nXI5fdvkVAApS_,https://poshmark.com/listing/Abercrombie--Fitch-Sage-Green-Trench-Coat-size-small-68fa4b9521bd42a605c96557?srsltid=AfmBOopDvyoxLWItlgkL9M__tD27qflFNHPJwEVdgpn2fujl2IX7501opks#utm_source=gdm_unpaid
AE Mac Trench Coat Men's Brown M,$49.98,men,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRsSTriDIiaEmHL4X6lw6ol2MCcXCtpKZHuYvOyCnO4k5wy0ghQIGbIz9LPo-oNqPto0REmPZ0_Ad15f5UV_PuVHaPRc3wxPw,https://www.ae.com/us/en/p/men/tops/jackets/ae-mac-trench-coat/2101_1816_200?menu=cat4840004
